Sample	# Sequence ID	Num	Score	Expected	Template_length	Query_Coverage	Template_Coverage	Depth	tot_query_Coverage	tot_template_Coverage	tot_depth	q_value	p_value	Accession Number	Description	TAXID	Taxonomy	TAXID Species	Species
Q0003_BC00406	GCF_013836745.1	17813	10962020	2627	123919	   35.94	   83.28	   88.46	   35.94	   83.28	   88.46	10954140.72	1.0e-26	NZ_CP058613.1	Staphylococcus aureus strain 128254 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DABST013	GCF_001018845.2	13502	2424912	76	124602	   85.64	   98.86	   19.46	   85.64	   98.86	   19.46	2424683.81	1.0e-26	NZ_CP026067.1	Staphylococcus aureus strain NRS153 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00115-2	GCF_003030085.1	23581	11785460	443	121114	   83.16	   82.46	   97.31	   83.16	   82.46	   97.31	11784130.39	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00522	GCF_900004855.1	8116	17855522	926	120348	   80.59	   98.80	  148.37	   80.59	   98.80	  148.37	17852743.30	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00118	GCF_900474755.1	23310	6604040	131	122530	   90.89	   96.79	   53.90	   90.89	   96.79	   53.90	6603645.70	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00219	GCF_003030085.1	23581	5163059	211	121114	   81.33	   83.88	   42.63	   81.33	   83.88	   42.63	5162425.78	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00114-1	GCF_003030085.1	23581	1318487	51	121114	   82.45	   82.05	   10.89	   82.45	   82.05	   10.89	1318333.79	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DADST035	GCF_019915585.1	19047	3135948	16	124711	   95.95	   95.73	   25.15	   95.95	   95.73	   25.15	3135897.38	1.0e-26	NZ_CP082789.1	Staphylococcus aureus strain HL24830 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00111	GCF_003030085.1	23581	20826411	805	121114	   82.81	   83.41	  171.96	   82.81	   83.41	  171.96	20823995.25	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00117	GCF_003354945.1	9431	47741325	1612	126513	   86.38	   84.05	  377.36	   86.38	   84.05	  377.36	47736487.49	1.0e-26	NZ_CP022908.1	Staphylococcus aureus strain 545 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_BC00306	GCF_900004855.1	8116	1730249	55	120348	   85.23	   98.80	   14.38	   85.23	   98.80	   14.38	1730083.58	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00106	GCF_003030085.1	23581	13692263	479	121114	   84.03	   82.68	  113.05	   84.03	   82.68	  113.05	13690825.61	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_BH0034	GCF_900004855.1	8116	1365928	13	120348	   94.63	   96.31	   11.35	   94.63	   96.31	   11.35	1365887.68	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00214	GCF_003186105.1	10079	21656008	208	121645	   93.05	   97.95	  178.03	   93.05	   97.95	  178.03	21655383.64	1.0e-26	NZ_CP029629.1	Staphylococcus aureus strain MOK063 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_TC0201	GCF_003030085.1	23581	1940067	87	121114	   79.14	   82.51	   16.02	   79.14	   82.51	   16.02	1939805.16	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DADST030	GCF_009912855.1	22699	2247658	100	120478	   80.30	   97.34	   18.66	   80.30	   97.34	   18.66	2247357.73	1.0e-26	NZ_CP047843.1	Staphylococcus aureus strain UP_620 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00215	GCF_900474755.1	23310	31345857	1296	122530	   74.90	   95.54	  255.82	   74.90	   95.54	  255.82	31341968.62	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST053	GCF_020034535.1	160	2190699	51	125689	   88.67	   89.79	   17.43	   88.67	   89.79	   17.43	2190545.02	1.0e-26	NZ_CP083259.1	Staphylococcus aureus strain HL25274 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST091	GCF_004785995.1	9467	1005385	140	125602	   61.13	   56.48	    8.00	   61.13	   56.48	    8.00	1004963.69	1.0e-26	NZ_CP039156.1	Staphylococcus aureus subsp. aureus strain WCUH29 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
